50267639,の
35286930,に
33707106,を
31279365,は
30663103,が
29786833,て
22591491,た
20100390,だ
18378442,と
14829301,で
11137179,も
6953786,の
5376400,か
3763509,や
3282177,的
3271786,う
3168393,人
2518007,ば
2498405,ん
2378600,者
1897530,私
1855056,年
1648763,お
1463739,ご
1406384,ね
1360690,へ
1320339,ん
1290848,日
1103081,性
1034589,ぬ
1022755,等
923118,何
911627,月
884361,よ
871347,今
839850,上
833251,さ
768555,後
766056,第
749916,本
725782,他
699223,前
662561,会
652926,力
611390,家
573941,目
572319,体
562481,し
525452,気
513585,時
510675,円
490429,彼
487234,間
484607,国
482961,な
477451,法
474074,話
464653,内
462143,心
449727,化
447352,中
445667,分
444022,点
431582,ら
426150,次
418710,部
391120,度
386583,回
385606,先
379471,書
368345,全
364429,手
359034,所
350582,大
347519,金
346818,物
341984,市
328103,水
326140,方
312474,僕
310835,％
298326,名
297877,場
296027,車
289525,店
289290,各
285599,形
284846,歳
284592,県
282634,番
280170,側
277519,数
275927,量
273325,下
269558,型
267522,条
263183,不
260711,地
257079,感
254193,道
251388,約
246186,子
236814,用
235035,氏
234988,皆
231484,神
228921,頃
222028,別
220604,系
219376,員
216627,声
216241,達
213948,外
213702,額
210930,頭
208867,面
207302,率
204298,様
203107,権
199814,学
199244,音
195376,つ
194481,色
192715,命
192463,際
192312,費
191093,町
184931,長
181805,料
180776,身
180272,線
178151,同
177523,例
176521,当
176109,顔
172151,号
171330,姿
167607,期
166377,値
162362,社
160981,口
160550,図
158595,足
156086,新
151989,光
151884,花
151731,薬
151352,代
149310,室
148677,男
148347,機
146515,御
144759,親
144279,山
144061,式
142311,種
140477,再
140120,無
135243,語
134020,駅
132064,軍
131915,症
130352,海
129990,逆
129388,夢
128695,昔
126851,酒
125918,母
125740,品
124890,風
121785,右
117584,税
115753,高
115448,差
114573,主
114493,論
114067,局
113676,夜
113058,木
111920,父
111466,位
110915,表
110796,村
108955,科
108883,項
106627,朝
106431,娘
106178,君
106079,妻
105511,病
105237,Ａ
103526,脳
102897,器
102698,女
101598,船
101293,前
101063,質
100485,街
99682,夫
98743,生
98641,枚
97799,屋
95971,左
94517,非
93414,倍
92967,師
92823,士
92444,元
92438,台
91776,個
91441,低
90980,犬
90124,白
89013,割
87555,葉
85244,歯
85167,小
84886,区
84128,川
83218,業
82852,文
82580,癌
82488,剤
82025,味
82009,観
81962,他
81594,制
80616,件
80277,版
80127,空
79602,高
79494,院
79365,り
78107,夏
76078,魂
75930,食
75660,今
75242,魚
75178,絵
74961,死
74790,曲
74711,壁
73988,層
73964,敵
72196,元
71766,役
71498,耳
70757,階
70352,横
70239,超
69526,わ
69289,紙
69105,嫌
67341,胸
66431,諸
66013,首
65626,状
65478,島
65407,派
64633,医
64607,愛
64279,省
64250,あ
62896,客
62843,館
62842,未
62787,骨
62434,土
62208,帯
62047,類
62001,血
61853,石
61844,ぞ
61827,猫
61225,案
60721,旧
60662,熱
60226,肌
60192,職
60145,東
59489,雨
59279,週
57953,要
57748,両
57255,穴
57105,歌
57060,級
57001,官
56779,被
56712,戦
56356,楽
55684,筋
55381,や
54919,州
54751,冬
54636,で
54320,じ
54085,総
54024,丸
53995,現
53929,裏
53710,幅
53263,Ｂ
53192,春
52947,株
52767,世
52640,真
52596,末
52424,黒
52211,管
52200,界
52021,波
51771,火
51737,き
51599,対
51380,字
51358,旨
51155,橋
51134,奴
51108,材
50981,安
50955,券
50866,席
50595,赤
50439,副
50071,北
49251,像
49226,南
49055,箱
48937,核
48908,旅
48863,雪
48679,秋
48088,二
47525,歩
47299,星
47177,城
47083,術
47022,策
46913,床
46895,組
46829,奥
46592,群
46245,都
46007,説
45918,作
45587,画
45572,板
44860,鳥
44634,証
44559,枠
44400,窓
44186,緑
44142,罪
44084,Ｑ
43879,急
43485,団
43211,軸
43190,肩
43134,賞
42939,腕
42884,便
42714,指
42635,課
42513,縁
42504,肉
42400,卵
42376,ｍ
42282,圏
42032,が
41691,×
41659,寺
41619,節
41417,園
41309,最
40851,変
40434,鏡
40330,産
40318,西
40243,我
40105,炎
39980,＋
39964,校
39945,技
39796,腰
39670,行
39566,涙
39526,桜
39501,塾
39232,秒
39127,戸
38936,集
38907,王
38862,史
38855,章
38843,柱
38630,製
38504,と
38408,鍵
38401,得
38390,森
38197,底
37964,欄
37913,嘘
37697,隊
37656,基
37164,膜
37026,眼
36924,腹
36871,服
36730,流
36717,さ
36674,実
36133,角
35896,牛
35855,発
35756,跡
35681,多
35667,え
35643,ん
35586,初
35480,菌
35285,座
35223,票
35163,又
34945,傷
34698,う
34678,天
34629,杯
34513,列
34464,源
34404,袋
34223,誌
34175,路
34133,め
33778,運
33285,根
33218,汗
33014,靴
32653,冊
32605,膝
32587,油
32442,輪
32359,青
31985,逆
31817,順
31654,祭
31556,重
31555,域
31520,児
31374,編
31343,主
31206,程
31075,鼻
31030,門
30843,府
30607,岩
30549,大
30539,公
30164,塩
30091,党
29953,髪
29898,Ｃ
29862,湯
29751,港
29686,息
29528,畑
29494,餌
29357,付
29210,液
29152,尿
29106,毛
28942,兵
28913,げ
28373,半
28233,民
28230,玉
28161,着
28106,生
27921,協
27868,毎
27833,反
27486,中
27376,網
27223,宿
27210,枝
27200,弟
27023,印
26858,庭
26822,酸
26812,糸
26730,兄
26607,痛
26526,影
26475,知
26269,段
26236,る
26183,然
26085,林
26020,縦
25893,針
25865,皮
25853,虫
25483,稀
25206,雲
25158,族
25148,匹
24979,半
24862,茶
24526,胃
24504,球
24347,ま
24332,注
24294,損
24239,比
24226,暇
24164,ま
24105,巻
24104,好
24083,米
23901,草
23855,異
23800,脚
23799,昼
23791,墓
23690,才
23556,腸
23022,注
23006,く
22923,訳
22912,共
22898,妹
22853,経
22835,郡
22733,癖
22570,記
22469,肺
22416,庁
22301,謎
22269,炉
22234,孫
22192,初
22118,否
22014,背
21857,通
21781,教
21778,剣
21661,ぜ
21552,増
21369,宝
21139,恋
21062,弾
20895,軒
20882,竜
20749,和
20684,係
20633,念
20513,自
20337,砂
20224,姉
20221,仲
20214,事
20046,脇
19998,Ｔ
19923,机
19840,連
19810,喉
19737,池
19723,噂
19717,商
19688,劇
19611,陣
19581,端
19476,抗
19429,相
19419,坂
19407,藩
19289,有
19275,Ｘ
19131,詩
19130,悪
19066,堂
19040,闇
19037,Ｈ
18981,銀
18951,馬
18831,小
18771,姫
18735,谷
18732,下
18731,計
18585,蔵
18566,視
18482,滝
18452,展
18443,Ｓ
18385,粉
18354,樹
18303,別
18272,沖
18266,弁
18192,巣
18176,晩
18174,駒
18170,柄
18096,粒
18095,Ｍ
18087,仏
18086,氷
17948,塔
17881,令
17836,鍋
17746,棟
17676,Ｄ
17643,友
17408,舌
17333,兜
17236,鬼
17215,棒
17106,そ
17099,峠
17082,け
17056,尚
16967,缶
16895,壺
16713,ど
16667,獣
16636,瓶
16621,財
16582,届
16541,陰
16540,絆
16515,爪
16414,汁
16366,苦
16228,艦
16138,計
16115,皿
16093,す
16039,正
16036,麺
15990,鉢
15989,宅
15966,竹
15953,志
15836,宮
15719,芽
15653,鱒
15613,弱
15581,署
15517,婦
15411,帳
15347,言
15307,格
15268,班
15213,減
15189,糖
15175,禁
15132,Ｆ
15048,筆
14995,純
14995,畳
14942,能
14904,残
14898,銃
14871,内
14723,Ｋ
14707,棚
14703,選
14703,来
14686,録
14682,過
14654,仮
14604,美
14573,殿
14562,実
14526,古
14522,電
14455,毒
14374,為
14329,三
14183,頁
14180,満
14155,動
14080,乳
14078,表
14059,急
14038,煙
13918,翌
13913,之
13828,豆
13776,刀
13696,境
13653,鐘
13626,野
13625,腎
13539,丘
13511,べ
13507,寮
13490,泊
13420,重
13396,具
13386,溝
13385,更
13368,幹
13357,入
13336,活
13330,単
13283,談
13156,六
13155,少
13141,妙
13040,脱
13039,嫁
12959,蛇
12895,速
12894,肝
12830,歴
12756,旬
12737,杉
12731,里
12659,盤
12657,折
12639,苗
12613,簿
12563,桁
12486,廃
12345,尻
12312,給
12273,労
12216,伝
12152,債
12144,守
12066,理
12054,8
12031,準
12000,頬
11955,某
11902,Ｅ
11880,松
11850,尾
11739,灯
11631,茎
11626,唇
11624,餅
11613,害
11606,云
11602,黴
11559,＠
11558,肝
11530,陸
11442,効
11374,魔
11305,婚
11285,齢
11219,脂
11206,黄
11200,欲
11181,句
11166,毎
11088,稲
11069,虎
11057,善
11047,芯
11034,田
11005,湾
10969,僧
10924,鹿
10883,富
10854,頂
10854,審
10797,札
10764,峰
10712,可
10681,羊
10610,即
10607,蚊
10595,直
10579,ノ
10569,銅
10546,飯
10507,碑
10484,蝶
10480,住
10467,子
10457,泉
10440,研
10308,岳
10226,旗
10225,Ｙ
10197,傘
10192,特
10170,頚
10167,幕
10142,故
10130,皺
10123,潮
10115,兼
10066,矢
10015,弦
9908,斑
9901,衣
9871,え
9869,Ｉ
9859,出
9794,来
9792,相
9782,酢
9766,瘤
9730,瞳
9724,牌
9699,素
9649,強
9631,竿
9617,泥
9574,筈
9566,真
9563,坪
9542,浜
9505,鎖
9502,宛
9430,律
9379,α
9365,Ｎ
9317,刃
9293,梅
9225,迄
9203,隅
9138,徳
9125,極
9065,藍
9048,蛾
9040,姓
9033,脈
9000,銭
8996,る
8970,拳
8970,礼
8934,羽
8921,糊
8909,枕
8907,有
8887,余
8875,ど
8852,義
8843,霧
8843,断
8821,問
8794,殻
8787,帝
8763,香
8726,略
8717,箸
8698,み
8658,農
8651,著
8646,犯
8616,短
8563,Ｇ
8537,弓
8529,昨
8511,工
8505,塀
8479,雷
8446,原
8415,難
8398,炭
8359,検
8352,卒
8340,泡
8329,桃
8327,亀
8325,舞
8320,柵
8306,広
8297,杖
8161,嵐
8158,刑
8113,紫
8025,貝
8025,帰
8021,麹
8008,猿
8005,老
7999,踵
7982,辺
7981,芸
7971,両
7966,幻
7946,罰
7935,隻
7919,名
7903,咳
7882,精
7855,坊
7841,常
7820,評
7805,乱
7775,数
7711,裸
7703,房
7651,荘
7620,烏
7610,鯨
7599,尊
7563,ハ
7550,砲
7548,蛙
7524,暦
7497,ド
7441,近
7430,麦
7417,翼
7387,恥
7385,虹
7364,Ｒ
7356,痔
7342,領
7331,栗
7318,灰
7263,紅
7257,崖
7255,軽
7254,盾
7252,環
7229,其
7229,報
7219,蛍
7205,蝋
7204,題
7194,勢
7188,願
7175,四
7157,ｇ
7103,在
7080,唐
7052,舎
7014,釜
7001,福
6998,腫
6977,丼
6952,郷
6914,熟
6901,鷲
6883,偏
6878,垢
6875,鋼
6830,尺
6824,利
6813,属
6805,祖
6794,罠
6789,束
6781,或
6780,鮭
6737,共
6720,先
6677,栓
6674,象
6630,勝
6611,β
6593,鯛
6581,補
6575,胚
6574,芝
6568,定
6541,瓦
6517,片
6502,雛
6492,綿
6487,次
6469,麓
6465,密
6449,瞼
6447,釘
6445,是
6403,μ
6388,笛
6378,袖
6378,檜
6372,荷
6359,乗
6357,錠
6337,湖
6324,庵
6297,Ｌ
6279,埃
6256,功
6233,艇
6227,藻
6224,鮪
6213,無
6208,錆
6201,防
6197,雑
6190,沢
6178,籍
6176,冠
6154,侍
6153,滴
6116,錐
6109,鱗
6085,要
6084,懐
6066,Ｗ
6051,薪
6048,俗
6041,益
6011,か
5974,貴
5960,可
5951,雌
5926,鯖
5922,髄
5902,菊
5897,快
5888,菜
5886,襟
5862,Ｖ
5851,漁
5831,禅
5794,恩
5791,Ｏ
5791,周
5765,微
5743,悪
5730,片
5722,槍
5721,窯
5721,革
5693,筒
5686,消
5671,鯉
5662,配
5657,平
5647,臭
5639,穂
5613,腺
5579,岸
5566,柿
5562,積
5550,糧
5544,吉
5522,Ｊ
5510,若
5508,帆
5455,丈
5428,糞
5384,判
5375,杭
5363,葬
5331,鉛
5319,笹
5313,謂
5311,塚
5302,飴
5291,膣
5260,姑
5254,休
5215,お
5156,趣
5105,斗
5105,洞
5104,藁
5065,衆
5047,眉
5037,鮎
5033,保
4997,寸
4993,麻
4993,蕾
4985,助
4979,追
4971,万
4961,磯
4925,ノ
4920,裾
4892,匠
4866,司
4860,勘
4818,短
4816,処
4812,樽
4808,激
4808,刻
4806,槽
4802,砦
4787,桶
4787,浴
4782,蓮
4773,紋
4726,駐
4726,猛
4721,鞭
4709,琴
4709,非
4704,弱
4671,講
4661,苔
4660,漆
4644,彩
4640,鍼
4628,常
4617,蘭
4607,超
4606,梶
4605,因
4604,符
4594,持
4584,ネ
4580,除
4572,篇
4570,則
4545,売
4544,邸
4538,亭
4535,￥
4528,興
4525,鳩
4505,卸
4504,庫
4502,転
4502,政
4477,Ｐ
4453,優
4441,胴
4417,茨
4407,鈴
4399,打
4398,淵
4381,沼
4372,鎧
4322,登
4310,梨
4271,打
4266,棺
4265,鴨
4244,デ
4228,将
4224,井
4220,早
4219,代
4210,直
4208,祠
4195,綱
4191,ｂ
4172,渦
4160,籠
4154,即
4146,儀
4143,柳
4135,縞
4104,ａ
4100,鎌
4092,鶴
4080,墨
4068,景
4048,単
4041,縄
4011,堀
3961,掌
3932,偽
3932,隼
3894,輩
3886,汝
3877,爺
3869,居
3869,築
3869,早
3855,吾
3814,艶
3812,粋
3802,丁
3795,巷
3783,甥
3781,腱
3738,省
3728,標
3711,寿
3707,複
3700,拍
3696,難
3695,仮
3676,議
3652,升
3609,す
3606,秘
3601,青
3596,堤
3580,蜜
3561,適
3545,巳
3545,櫓
3541,盆
3537,治
3532,譜
3525,瀬
3523,委
3519,親
3509,切
3496,安
3490,絹
3489,嬢
3488,塁
3481,凶
3457,乙
3441,関
3441,堰
3430,牙
3410,倭
3398,続
3391,宙
3387,ペ
3386,卿
3374,Ｕ
3368,薮
3356,仇
3345,粗
3337,壕
3325,礎
3303,陵
3286,封
3271,岬
3269,股
3267,帽
3265,故
3252,焼
3251,藤
3236,奇
3231,辰
3223,向
3218,后
3206,貸
3202,寒
3190,Ｚ
3188,暁
3187,膳
3187,ホ
3182,橘
3171,欠
3165,鷹
3164,銘
3149,索
3145,ヲ
3141,串
3140,屑
3139,宋
3134,桐
3119,樟
3118,袴
3109,助
3107,験
3085,痰
3063,栞
3062,薄
3058,幼
3046,任
3038,膿
3033,蜂
3030,オ
3021,邪
3011,ラ
2995,没
2993,仁
2986,雄
2978,塵
2970,劣
2969,宴
2969,＄
2968,排
2965,序
2962,絶
2960,掟
2936,八
2927,臣
2920,肢
2909,蝿
2870,偽
2869,楼
2839,虜
2833,ｓ
2825,某
2824,灸
2808,笠
2797,Ｆ
2797,喜
2793,愚
2787,供
2766,呂
2758,鞘
2758,双
2757,粗
2726,婿
2719,珠
2702,稿
2690,賃
2689,宣
2688,葦
2686,ｘ
2670,忍
2663,秀
2658,崎
2656,刊
2653,ｍ
2652,葵
2634,辛
2629,負
2628,錦
2628,詔
2626,蚕
2616,ｃ
2600,滅
2582,筵
2570,霜
2568,楓
2567,忠
2557,扇
2555,俵
2540,貫
2524,莢
2510,万
2505,否
2505,ｐ
2489,姪
2477,航
2475,蹄
2469,弊
2460,肥
2454,鶏
2433,畦
2425,霞
2424,ｅ
2420,完
2419,辞
2405,進
2403,随
2389,耕
2388,易
2384,粥
2380,颪
2377,牧
2376,囚
2374,棘
2359,伯
2306,筏
2306,接
2305,酷
2304,軽
2304,な
2299,訓
2297,騎
2293,Ｒ
2246,茸
2243,架
2238,薄
2224,や
2217,遍
2207,キ
2194,柔
2188,檻
2188,季
2178,ヨ
2175,屍
2170,博
2162,暖
2159,庇
2147,矛
2142,輝
2140,ｋ
2139,ｗ
2132,帖
2126,同
2121,痕
2115,腑
2104,鍬
2098,唾
2095,椀
2092,失
2091,鞍
2089,皆
2086,操
2084,碁
2076,投
2064,貧
2056,ｈ
2052,斧
2041,肴
2038,屁
2027,丙
2024,ナ
2012,畝
2004,渚
1996,妃
1993,典
1989,廟
1971,袂
1966,准
1941,垣
1940,燗
1931,範
1929,想
1928,限
1927,萩
1919,臼
1906,秤
1904,飲
1904,γ
1895,ｎ
1888,候
1883,樋
1880,鯔
1879,誉
1870,鼓
1861,寅
1845,弧
1838,尼
1838,Ｍ
1835,朧
1831,敗
1826,孝
1825,脾
1812,壬
1800,竃
1795,資
1794,孤
1789,獏
1787,異
1786,在
1769,私
1765,童
1760,ｔ
1753,謀
1741,紗
1740,巡
1735,決
1734,敬
1704,怪
1699,簡
1683,禊
1679,算
1672,郭
1669,堅
1661,挙
1657,翁
1651,酉
1650,凸
1648,久
1643,癪
1629,武
1624,狂
1623,豚
1619,澪
1618,梢
1617,奏
1616,灘
1610,唄
1609,繭
1602,峡
1600,原
1598,陶
1577,ｔ
1573,諸
1571,盃
1571,猟
1559,亦
1555,賊
1555,拝
1540,卦
1536,墳
1532,葛
1532,ｄ
1527,菱
1526,壇
1518,箔
1504,丹
1489,潜
1488,呪
1487,聾
1486,喪
1480,稜
1476,抗
1471,楔
1468,存
1465,摩
1447,隋
1424,緩
1423,亥
1423,礫
1421,雁
1414,禄
1410,征
1406,丑
1406,糠
1405,朗
1399,望
1391,脛
1384,模
1381,緋
1362,買
1339,蔓
1327,橙
1325,健
1322,賦
1321,ｒ
1321,附
1320,狡
1318,餡
1316,建
1314,即
1311,柴
1306,呼
1304,幣
1297,価
1294,卯
1294,枚
1291,π
1289,旧
1277,侭
1269,侯
1267,ｉ
1258,よ
1255,榊
1254,ｙ
1245,免
1243,反
1242,牢
1236,艘
1235,燐
1230,轍
1228,粟
1228,戌
1224,簾
1215,ｇ
1211,焼
1210,杵
1210,辻
1209,錨
1208,復
1206,昴
1204,称
1202,渋
1200,縫
1199,槌
1194,威
1193,茅
1193,紬
1192,新
1189,ω
1189,紺
1189,籾
1187,茜
1175,ｆ
1171,準
1171,涼
1170,邑
1168,ｖ
1165,黍
1162,蔦
1156,脱
1150,刷
1150,ヘ
1143,潤
1141,φ
1139,θ
1138,盗
1136,津
1124,賀
1122,江
1115,臆
1105,厨
1102,Ｇ
1101,鋲
1091,Ω
1088,分
1085,曙
1083,韻
1063,ａ
1062,萌
1061,戊
1054,舅
1052,σ
1050,虚
1038,爾
1037,楚
1032,壱
1031,遇
1030,棗
1024,環
1024,讃
1023,Δ
1016,凪
1009,伏
1008,撰
998,瑞
995,巴
989,框
986,恒
985,栄
983,察
977,啓
971,潟
970,雅
963,刈
960,把
959,腿
952,鵜
952,獄
945,劫
945,み
939,双
937,未
933,ｚ
932,寡
930,ヤ
928,懇
924,菅
917,隈
914,詠
911,若
903,概
902,Ω
899,厄
889,好
880,醤
879,粕
870,幟
868,徹
864,硯
864,ワ
845,鰆
843,ｏ
839,勲
836,肋
826,忌
820,廊
819,尋
813,庚
808,述
804,蓑
803,奪
799,幌
798,聯
785,襞
782,苞
779,鉄
774,鵬
759,督
746,廠
745,偈
740,射
737,寛
735,臥
735,多
734,窪
730,櫂
730,謝
726,答
718,等
715,厘
714,δ
709,卜
705,ε
699,朴
689,媚
668,槙
663,洛
662,斤
655,ｌ
654,輿
650,賽
650,癸
648,零
648,駄
647,累
645,淀
642,萼
639,魅
638,倅
631,竈
631,屯
631,稗
629,但
625,鋤
608,麩
608,渠
607,鍔
604,朕
602,纏
600,礁
595,覇
594,喝
594,楮
594,徴
593,蓼
593,砥
587,倫
583,鼎
583,λ
582,比
577,閏
575,篠
572,麿
570,籐
563,愈
563,絣
559,寂
554,疎
548,裁
542,狗
541,ど
540,滓
532,純
531,淳
525,陽
524,縛
523,了
522,聖
521,鐙
518,褥
517,鑿
513,撥
512,契
510,挺
509,逸
508,ｊ
503,匁
502,磔
501,ワ
499,緯
498,伽
496,Σ
495,矩
490,桂
488,巫
486,嵩
482,酌
473,櫃
472,姥
469,贅
468,臍
467,檄
463,鳶
462,舷
459,巽
458,杢
453,址
442,鈍
441,艀
438,訂
437,錘
436,毬
435,全
435,託
434,托
433,帥
427,浦
425,悦
422,骸
420,鴻
418,禿
418,夕
409,枷
408,鎬
406,燻
402,卍
399,珍
392,澱
391,荻
388,詣
384,ν
383,裳
378,蕪
376,旁
372,樺
371,薦
365,叙
364,諾
364,閥
359,鳳
357,諱
353,煩
348,賛
337,枢
336,篝
335,侠
335,舫
325,雹
322,Φ
321,τ
316,准
314,埴
309,揃
309,盟
307,甑
307,凧
305,寵
304,伍
257,廉
251,ソ
251,〒
250,繞
249,蒲
243,挟
242,罫
241,薙
239,詮
234,ｑ
230,祇
229,苧
229,髻
228,掾
227,榧
226,杼
223,裄
222,絽
220,巌
220,扉
219,苫
215,芥
211,唖
209,禍
209,哥
206,恕
205,笈
204,駐
203,駕
203,饗
203,箋
201,閂
200,蒜
199,豪
199,呈
198,手
197,蔀
196,κ
194,蕊
192,卓
192,鵺
192,弄
190,苅
190,槻
189,笏
186,奸
186,妓
184,梱
183,姦
183,ギ
182,袿
178,吽
169,筬
169,轂
169,杣
169,鬢
168,敏
167,艫
166,羹
166,椛
165,あ
165,佃
164,険
163,謚
160,銑
159,晦
159,贄
159,簗
158,媼
158,簓
158,貂
155,粁
150,燭
150,ψ
150,秣
147,辶
146,η
145,熾
143,衽
143,鄙
142,寓
141,轟
134,疳
133,褄
130,殯
130,樗
128,絢
128,ι
128,甍
127,沫
127,鬨
127,鋪
125,Ψ
123,狆
122,鬆
122,糎
121,痴
120,蟇
119,簀
119,ｖ
118,犂
116,鶚
112,曉
112,腓
111,椹
111,惰
111,造
109,Γ
105,癇
105,跋
100,英
100,マ
98,Å
98,襠
95,冪
95,哩
94,嘱
92,橿
92,Λ
91,ξ
91,僻
90,鮴
89,箙
87,瀞
87,葎
86,髢
86,擁
85,ｌ
84,堵
82,￡
79,ο
79,浬
79,岨
79,麸
75,甲
75,隙
72,噸
72,縹
71,梛
70,筧
70,女
70,調
69,薇
69,纜
69,捌
69,良
68,躯
67,喋
66,綛
66,棹
65,癜
65,蛟
63,鵠
63,塒
62,糒
61,Ζ
60,轅
57,簫
55,榾
53,賂
52,υ
52,厳
50,蛎
50,栢
49,儼
48,婬
48,鏑
48,瀕
48,莞
46,粃
46,独
45,纓
45,褻
44,ζ
44,鶲
43,拇
43,眇
42,雰
42,鶸
42,癰
41,栲
38,Ο
38,薹
37,柁
37,叺
37,硲
37,扮
36,Π
35,矧
35,粍
34,Θ
33,鳧
33,膕
33,蓍
32,瓠
32,輻
29,剛
28,鰌
27,嚥
27,蜷
27,蔕
26,僊
26,横
24,Η
24,瘧
24,帙
21,慶
21,蔟
20,縅
20,ｗ
19,Α
19,Ξ
19,鯀
19,鳰
19,潦
19,醢
19,本
17,Χ
17,鱚
17,訃
17,Β
16,勇
16,賢
15,嚔
15,漫
15,髱
13,Υ
13,鯒
13,齣
13,堺
13,鯢
12,Κ
12,駟
12,結
11,Ι
11,疔
10,錵
9,躄
9,参
9,梺
8,糅
7,後
7,疥
7,餞
7,鷭
7,程
7,Ρ
6,使
6,上
6,Τ
6,絖
6,渺
6,鰡
5,Ε
4,商
4,吭
4,Μ
4,妾
3,砺
3,布
3,椴
3,猯
2,週
1,朸
1,鰔
1,党
1,Ⅷ
1,鰉
1,立
